,adult,budget,genres,id,imdb_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count
25993,FALSE,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",77250,tt0029030,en,0.329549,"[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]",11/5/1937,0.0,110.0,Released,The Hurricane,5.9,6.0
26012,FALSE,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",77338,tt1675434,fr,16.086919,"[{'name': 'Gaumont', 'id': 9}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Quad Productions', 'id': 7038}, {'name': 'Chaocorp', 'id': 7766}, {'name': 'Ten Films', 'id': 8018}, {'name': 'TF1', 'id': 22123}]",11/2/2011,426480871.0,112.0,Released,The Intouchables,8.2,5410.0
26028,FALSE,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",77459,tt0961097,fr,7.093805,"[{'name': 'Europa Corp', 'id': 1075}, {'name': 'Scanbox', 'id': 8992}]",10/12/2011,0.0,90.0,Released,A Monster in Paris,6.5,323.0
26033,FALSE,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",77469,tt0119517,en,1.564774,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",2/4/1998,4710749.0,100.0,Released,Your Friends & Neighbors,5.9,17.0
26035,FALSE,5000000,"[{'id': 53, 'name': 'Thriller'}]",77495,tt1437358,es,7.0713,"[{'name': 'Filmax Entertainment', 'id': 7302}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Cubica', 'id': 26476}]",10/14/2011,0.0,107.0,Released,Sleep Tight,7.0,206.0
26046,FALSE,7000000,"[{'id': 878, 'name': 'Science Fiction'}]",77561,tt1298554,es,4.788492,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Canal+', 'id': 5358}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Escándalo Films', 'id': 7847}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Ran Entertainment', 'id': 10654}, {'name': 'Saga-Productions', 'id': 44714}]",10/28/2011,0.0,94.0,Released,EVA,6.4,108.0
26076,FALSE,15000000,"[{'id': 18, 'name': 'Drama'}]",77728,tt0109900,en,2.659592,[],10/5/1994,0.0,177.0,Released,Giorgino,6.8,8.0
26081,FALSE,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",77765,tt0071721,en,0.397297,"[{'name': 'Atlanta Productions', 'id': 8311}]",10/25/1974,0.0,112.0,Released,The Klansman,4.7,7.0
26091,FALSE,750000,"[{'id': 99, 'name': 'Documentary'}]",77801,tt1784538,en,1.298666,[],1/20/2011,0.0,85.0,Released,Miss Representation,7.7,19.0
26092,FALSE,10000000,"[{'id': 18, 'name': 'Drama'}]",77805,tt1426329,en,6.383512,"[{'name': 'Helios-Filmproduktion', 'id': 2123}, {'name': 'Animus Films', 'id': 4135}, {'name': 'Millennium Films', 'id': 10254}]",8/8/2013,1585582.0,92.0,Released,Lovelace,6.0,234.0
26093,FALSE,300000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",77821,tt1587427,en,0.195984,[],1/1/2011,0.0,92.0,Released,The Cost of Love,4.3,5.0
26106,FALSE,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",77866,tt1524137,en,10.595067,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Leverage Management', 'id': 8536}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'Farraday Films', 'id': 8538}, {'name': 'Leverage Entertainment', 'id': 8539}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Blueeyes Productions', 'id': 10970}]",1/12/2012,63100000.0,109.0,Released,Contraband,6.1,777.0
26108,FALSE,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",77875,tt1540128,en,13.270616,"[{'name': 'Evil Twins', 'id': 5802}, {'name': 'Eclectic pictures', 'id': 8056}, {'name': 'Millennium Films', 'id': 10254}]",11/29/2012,0.0,106.0,Released,Playing for Keeps,5.4,245.0
26110,FALSE,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",77877,tt1327194,en,7.740762,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Langley Park Production', 'id': 8057}]",4/19/2012,99357138.0,101.0,Released,The Lucky One,6.8,981.0
26112,FALSE,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",77879,tt1792543,en,1.849497,"[{'name': 'WWE Studios', 'id': 10339}]",10/21/2011,0.0,96.0,Released,The Reunion,5.4,32.0
26116,FALSE,14000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",77883,tt0431021,en,7.286477,"[{'name': 'Ghost House Pictures', 'id': 768}, {'name': 'North Box Productions', 'id': 22637}]",8/30/2012,85446075.0,92.0,Released,The Possession,5.8,509.0
26119,FALSE,200000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",77908,tt0217107,en,0.06431,"[{'name': 'Rainforest Films', 'id': 1309}, {'name': 'TRF Productions', 'id': 27097}]",2/11/2000,1160268.0,93.0,Released,Trois,4.5,1.0
26125,FALSE,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",77930,tt1915581,en,8.732425,"[{'name': 'Extension 765', 'id': 8850}, {'name': 'Iron Horse Entertainment (II)', 'id': 34981}]",6/28/2012,167221571.0,110.0,Released,Magic Mike,6.1,1062.0
26126,FALSE,105000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",77931,tt2017020,en,10.640864,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Kerner Entertainment Company', 'id': 7311}, {'name': 'Hemisphere Media Capital', 'id': 9169}, {'name': 'NeoReel', 'id': 24097}]",7/30/2013,347434178.0,105.0,Released,The Smurfs 2,5.5,711.0
26129,FALSE,11000000,"[{'id': 35, 'name': 'Comedy'}]",77944,tt2076251,it,5.010563,"[{'name': 'Colorado Film Production', 'id': 10975}, {'name': ""Film Commission Regione Valle d'Aosta"", 'id': 32837}]",10/27/2011,12935800.0,0.0,Released,La peggior settimana della mia vita,5.9,96.0
26131,FALSE,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",77948,tt1366365,en,11.112153,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Intrepid Pictures', 'id': 1224}, {'name': 'Film Rites', 'id': 8083}, {'name': 'Galavis Film', 'id': 8084}, {'name': 'Picture Machine', 'id': 8085}, {'name': 'Fria Luz Del Dia, A.I.E.', 'id': 23625}]",4/4/2012,16863583.0,93.0,Released,The Cold Light of Day,4.8,277.0
26132,FALSE,4798235,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",77949,tt1687901,en,9.336568,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Creative Scotland', 'id': 8087}, {'name': 'Origin Pictures', 'id': 8088}, {'name': 'Lipsync Productions', 'id': 9987}]",8/17/2011,209696.0,107.0,Released,The Awakening,6.3,470.0
26133,FALSE,135000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",77950,tt1860353,en,8.979753,"[{'name': 'DreamWorks Animation', 'id': 521}]",7/11/2013,282570682.0,96.0,Released,Turbo,6.1,1094.0
26134,FALSE,80000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",77951,tt1762399,en,8.883866,"[{'name': 'BBC Worldwide', 'id': 3164}, {'name': 'Reliance BIG Entertainment', 'id': 6733}, {'name': 'Animal Logic', 'id': 8089}, {'name': 'BBC Earth', 'id': 8090}, {'name': 'Evergreen Films', 'id': 8091}, {'name': 'BBC Earth MD (WWD)', 'id': 53498}, {'name': 'Evergreen MD', 'id': 53499}]",12/18/2013,126546518.0,87.0,Released,Walking With Dinosaurs,5.2,136.0
26136,FALSE,1000000,"[{'id': 18, 'name': 'Drama'}]",77955,tt0124185,en,0.364631,"[{'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Rouge Films', 'id': 8093}, {'name': 'Strange Dog Productions', 'id': 8094}, {'name': 'Merseyside Film Production Fund', 'id': 8095}]",11/28/1997,0.0,82.0,Released,Under the Skin,7.6,7.0
26144,FALSE,4800000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",77987,tt1602613,en,6.069475,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Bold Films', 'id': 2266}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'A Grand Elephant', 'id': 19865}]",5/30/2013,10337387.0,90.0,Released,Only God Forgives,5.6,886.0
26149,FALSE,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",78049,tt1781896,en,6.922123,"[{'name': 'Alphaville Films', 'id': 11462}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Universal 1440 Entertainment', 'id': 17009}, {'name': 'Sommers Company, The', 'id': 19643}, {'name': 'A Grand Elephant', 'id': 19865}]",1/17/2012,0.0,106.0,Released,The Scorpion King 3: Battle for Redemption,3.9,88.0
26161,FALSE,97,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",78101,tt0066511,it,0.96872,"[{'name': 'Jadran Film', 'id': 168}, {'name': 'Prima Cinematografica', 'id': 75493}]",9/16/1970,0.0,101.0,Released,Many Wars Ago,7.3,19.0
26167,FALSE,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",78133,tt0107130,en,4.497919,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'A&M Films', 'id': 11043}]",11/5/1993,1703282.0,104.0,Released,A Home of Our Own,7.0,14.0
26170,FALSE,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",78146,tt0094169,en,0.957019,"[{'name': 'Zoetrope Studios', 'id': 13349}, {'name': 'Golan-Globus Productions', 'id': 13549}]",9/18/1987,858250.0,110.0,Released,Tough Guys Don't Dance,4.8,6.0
26171,FALSE,10000000,"[{'id': 35, 'name': 'Comedy'}]",78149,tt0118577,en,1.453096,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",2/20/1998,45779.0,86.0,Released,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9.0
26174,FALSE,300,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",78177,tt0085838,en,0.957027,[],1/18/1983,0.0,110.0,Released,Lianna,5.9,10.0
26179,FALSE,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",78206,tt1663321,fr,3.78207,"[{'name': 'Celluloid Dreams', 'id': 860}, {'name': 'TheManipulators', 'id': 39057}]",10/25/2011,1428291.0,93.0,Released,Chicken with Plums,6.8,44.0
26205,FALSE,5000,"[{'id': 27, 'name': 'Horror'}]",78308,tt1844633,en,0.621907,[],10/3/2011,0.0,80.0,Released,Blood Runs Cold,5.1,12.0
26218,FALSE,300,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",78339,tt1980185,en,0.473176,[],10/22/2011,0.0,70.0,Released,Memory Lane,4.1,12.0
26221,FALSE,13000000,[],78353,tt0073317,en,0.000657,[],12/25/1975,24441725.0,118.0,Released,Lucky Lady,0.0,0.0
26232,FALSE,7000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",78381,tt1756851,en,3.836293,"[{'name': 'American Zoetrope', 'id': 70}]",9/10/2011,0.0,84.0,Released,Twixt,5.0,86.0
26233,FALSE,10,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",78383,tt1913166,en,5.192042,"[{'name': 'Lions Gate', 'id': 6644}, {'name': 'Lions Gate Entertainments', 'id': 7035}]",9/28/2013,10000000.0,99.0,Released,Nurse 3-D,4.9,120.0
26234,FALSE,500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",78387,tt0928364,en,0.15748,"[{'name': 'Flynn-Daines', 'id': 8119}, {'name': 'Triomphe Communications', 'id': 8120}]",9/15/2007,0.0,98.0,Released,Heber Holiday,5.2,3.0
26240,FALSE,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",78406,tt0114536,en,1.522412,"[{'name': 'Savoy Pictures', 'id': 11308}]",9/29/1995,6278139.0,113.0,Released,Steal Big Steal Little,5.1,7.0
26242,FALSE,2000000,"[{'id': 18, 'name': 'Drama'}]",78441,tt1634524,is,0.552098,"[{'name': 'TLA Releasing', 'id': 328}]",8/27/2010,0.0,93.0,Released,Jitters,6.1,13.0
26244,FALSE,7300000,"[{'id': 53, 'name': 'Thriller'}]",78461,tt1781775,en,2.803973,"[{'name': 'Raincreek Productions', 'id': 10389}]",10/21/2011,0.0,96.0,Released,Beneath the Darkness,4.8,45.0
26272,FALSE,100,"[{'id': 99, 'name': 'Documentary'}]",78573,tt0465472,en,0.644469,[],1/1/2004,0.0,91.0,Released,The Gerson Miracle,6.8,4.0
26275,FALSE,1,"[{'id': 18, 'name': 'Drama'}]",78646,tt1827358,sv,1.006534,"[{'name': 'Atmo Media Network', 'id': 4226}]",1/31/2011,0.0,84.0,Released,She Monkeys,4.7,12.0
26280,FALSE,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",78698,tt1430615,en,6.159379,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Working Title Films', 'id': 10163}]",2/2/2012,24719215.0,107.0,Released,Big Miracle,6.6,153.0
26308,FALSE,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",79070,tt1683921,fr,2.942355,"[{'name': 'Procirep', 'id': 311}, {'name': 'Canal+', 'id': 5358}, {'name': 'Film Fund Luxembourg', 'id': 11776}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Media Programme of the European Community', 'id': 21972}, {'name': 'Ciné+', 'id': 23616}]",11/14/2011,3358.0,98.0,Released,Sleepless Night,6.0,48.0
26309,FALSE,2705100,"[{'id': 18, 'name': 'Drama'}]",79072,tt0832347,de,0.447234,"[{'name': 'Coop 99', 'id': 122}]",9/8/2006,0.0,88.0,Released,Falling,5.7,3.0
26318,FALSE,8000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",79120,tt1714210,en,4.727171,"[{'name': 'EM Media', 'id': 1917}, {'name': 'The Bureau', 'id': 10441}, {'name': 'Glendale Picture Company', 'id': 10442}, {'name': 'Synchronicity Films', 'id': 10443}]",9/22/2011,484592.0,96.0,Released,Weekend,7.5,164.0
26334,FALSE,300000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 80, 'name': 'Crime'}]",79212,tt2124186,tr,0.524527,"[{'name': 'EFLATUN FILM', 'id': 14477}]",11/16/2011,0.0,99.0,Released,The Extreme Tragic Story of Celal Tan and His Family,4.8,5.0
26338,FALSE,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",79224,tt2025526,ko,7.030308,"[{'name': 'Lotte Entertainment', 'id': 7819}, {'name': 'Dasepo Club', 'id': 11430}, {'name': 'DCG Plus', 'id': 11431}, {'name': 'SOVIK Venture Capital', 'id': 11432}]",8/10/2011,49000000.0,122.0,Released,War of the Arrows,6.7,68.0
26347,FALSE,7000000,"[{'id': 27, 'name': 'Horror'}]",79316,tt2752758,en,10.591125,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'TSG Entertainment', 'id': 22213}]",1/8/2014,36433975.0,89.0,Released,Devil's Due,4.4,218.0
26374,FALSE,10920000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",79464,tt1839596,hi,2.009033,[],11/11/2011,19660000.0,159.0,Released,Rockstar,7.4,45.0
26389,FALSE,7750000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",79544,tt0323808,en,1.367916,"[{'name': 'British Lion Film Corporation', 'id': 660}, {'name': 'Euro Center Productions', 'id': 24036}, {'name': 'Tressock Films', 'id': 24037}]",8/27/2011,0.0,96.0,Released,The Wicker Tree,4.3,18.0
26391,FALSE,2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",79550,tt1560978,en,2.281582,"[{'name': 'Vision Entertainment Group', 'id': 22706}, {'name': 'Kejo Productions', 'id': 22975}]",1/16/2012,0.0,81.0,Released,Rogue River,5.0,33.0
26392,FALSE,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",79553,tt2007387,ko,4.13924,[],7/20/2011,0.0,133.0,Released,The Front Line,7.1,42.0
26394,FALSE,2000000,"[{'id': 18, 'name': 'Drama'}]",79570,tt0387057,en,0.211156,[],10/10/2003,0.0,114.0,Released,Beat the Drum,7.6,5.0
26398,FALSE,14000000,"[{'id': 53, 'name': 'Thriller'}]",79593,tt0114666,en,1.820419,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}]",9/8/1995,5780000.0,99.0,Released,The Tie That Binds,4.6,9.0
26409,FALSE,800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",79649,tt0082352,en,0.717502,"[{'name': 'Georgetown Productions Inc.', 'id': 16779}]",2/11/1981,0.0,84.0,Released,Eyes of a Stranger,6.5,12.0
26412,FALSE,4490331,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",79684,tt0032356,en,0.075064,"[{'name': 'British National Films', 'id': 14197}]",5/11/1940,0.0,92.0,Released,Contraband,8.5,2.0
26414,FALSE,17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",79694,tt1433822,en,7.683008,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio Babelsberg Motion Pictures', 'id': 37826}]",8/23/2012,9627492.0,82.0,Released,The Apparition,4.5,140.0
26416,FALSE,27000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",79698,tt1321869,en,2.183423,"[{'name': 'Corsan', 'id': 7299}, {'name': 'Bliss Media', 'id': 8186}, {'name': 'Limelight International Media Entertainment', 'id': 8187}, {'name': 'Neelmudra Entertainment', 'id': 8188}, {'name': 'Aristos Films', 'id': 76098}, {'name': 'Singularity Productions', 'id': 76099}, {'name': 'Wildkite', 'id': 76100}]",2/13/2015,0.0,109.0,Released,The Lovers,4.8,34.0
26417,FALSE,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",79699,tt1341340,en,7.72479,"[{'name': 'California Pictures', 'id': 8189}, {'name': 'Family Productions', 'id': 8190}]",12/2/2011,0.0,86.0,Released,A Warrior's Heart,5.4,25.0
26429,FALSE,12000000,"[{'id': 18, 'name': 'Drama'}]",79733,tt2116974,ru,0.945733,"[{'name': 'Monumental Pictures', 'id': 24284}]",12/1/2011,0.0,127.0,Released,Vysotsky: Thank God I'm Alive,5.9,15.0
26441,FALSE,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",79777,tt1714209,en,2.772269,"[{'name': 'FilmDistrict', 'id': 7263}]",12/23/2011,303877.0,127.0,Released,In the Land of Blood and Honey,5.8,45.0
26446,FALSE,8500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",79783,tt0109368,en,0.50525,[],11/25/1994,250993.0,95.0,Released,Camilla,4.9,6.0
26451,FALSE,50000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",79825,tt1673736,en,0.372805,[],11/11/2011,0.0,86.0,Released,Falling Overnight,6.7,6.0
26457,FALSE,2219684,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",79842,tt1891905,th,1.845126,"[{'name': 'Silver Ant', 'id': 15097}]",10/7/2011,0.0,93.0,Released,SeaFood,4.9,19.0
26469,FALSE,2000000,"[{'id': 99, 'name': 'Documentary'}]",79893,tt1951090,pt,1.252385,[],6/3/2011,0.0,0.0,Released,Breaking the Taboo,7.3,12.0
26474,FALSE,400,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",79911,tt0304927,en,0.001736,"[{'name': 'Rodent Films', 'id': 21566}]",1/1/1979,0.0,67.0,Released,Weasels Rip My Flesh,4.0,1.0
26481,FALSE,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",79935,tt1558575,en,1.362616,"[{'name': 'Bayou Pictures', 'id': 8501}, {'name': 'Diamondback 99', 'id': 8502}]",4/1/2012,0.0,89.0,Released,Fortress,5.2,14.0
26486,FALSE,54166,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",79983,tt0834938,es,0.312837,"[{'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Panamax Films', 'id': 3769}]",10/5/2007,0.0,110.0,Released,Padre nuestro,6.7,3.0
26497,FALSE,1800000,"[{'id': 878, 'name': 'Science Fiction'}]",80034,tt1679180,en,1.396593,[],5/31/2011,0.0,84.0,Released,Earth's Final Hours,4.8,18.0
26498,FALSE,68000000,"[{'id': 35, 'name': 'Comedy'}]",80035,tt1298649,en,13.276971,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Down Productions', 'id': 37336}]",7/26/2012,68267862.0,98.0,Released,The Watch,5.3,899.0
26507,FALSE,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",80070,tt0221559,en,0.544866,"[{'name': ""Hell's Kitchen Films"", 'id': 2307}]",8/10/2001,0.0,85.0,Released,On the Edge,7.4,13.0
26536,FALSE,1000000,"[{'id': 99, 'name': 'Documentary'}]",80210,tt1961604,en,0.187487,[],7/15/2011,0.0,117.0,Rumored,The Undefeated,1.9,5.0
26547,FALSE,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",80271,tt1592873,en,10.005198,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'Mandate Pictures', 'id': 771}, {'name': 'PIC Agency', 'id': 84637}, {'name': 'Lol Productions', 'id': 84638}]",2/10/2012,0.0,97.0,Released,LOL,5.8,905.0
26548,FALSE,110000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",80274,tt1731141,en,12.500305,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Chartoff Productions', 'id': 3200}, {'name': 'Odd Lot Entertainment', 'id': 3263}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Digital Domain', 'id': 31825}, {'name': 'Taleswapper', 'id': 31826}]",10/23/2013,125537191.0,114.0,Released,Ender's Game,6.6,2354.0
26551,FALSE,42000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",80278,tt1649419,en,10.027434,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Apaches Entertainment', 'id': 8111}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Institut Valenciã de Cinematografia (IVAC)', 'id': 18309}, {'name': 'Mediaset España', 'id': 21632}, {'name': 'La Trini', 'id': 53490}, {'name': 'Generalitat Valenciana', 'id': 53491}]",9/9/2012,180274123.0,113.0,Released,The Impossible,7.0,2071.0
26566,FALSE,145000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",80321,tt1277953,en,13.829042,"[{'name': 'DreamWorks Animation', 'id': 521}]",6/6/2012,746921274.0,93.0,Released,Madagascar 3: Europe's Most Wanted,6.4,1857.0
26568,FALSE,112000,"[{'id': 18, 'name': 'Drama'}]",80327,tt1825806,en,0.774427,"[{'name': 'Present Pictures', 'id': 3017}]",4/27/2013,0.0,87.0,Released,I Am I,6.0,1.0
26574,FALSE,900000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",80362,tt1565435,en,0.371581,[],3/11/2011,0.0,90.0,Released,Savage,6.0,2.0
26578,FALSE,250000,"[{'id': 35, 'name': 'Comedy'}]",80379,tt2112999,en,4.297654,[],12/10/2011,1000000.0,62.0,Released,Louis C.K.: Live at the Beacon Theater,8.1,80.0
26583,FALSE,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",80389,tt1567609,en,6.195103,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'Airborne Productions', 'id': 11732}]",3/15/2012,0.0,95.0,Released,Get the Gringo,6.4,544.0
